series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
gurkor,113,13.788512152906893,12.847533718463854,14.81195408258669,12.5229213541586,15.175633801352115
gurkor,114,13.789240893464001,12.835497853469004,14.819323832374677,12.52807955628836,15.206072887168308
gurkor,115,13.792165925646902,12.84141990665617,14.844689122404032,12.520239372481804,15.199444210864735
gurkor,116,13.787946086520812,12.830457477311706,14.845931377454509,12.497368930368296,15.213893239403165
gurkor,117,13.792558273033261,12.808413334761674,14.839957366180675,12.485641684694546,15.217003946548392
gurkor,118,13.7945005450077,12.8045744154352,14.86126096661153,12.467654836158259,15.213156381017525
gurkor,119,13.793124003718535,12.8093122881729,14.863044560474279,12.433651718199851,15.253670973272108
gurkor,120,13.789654400808022,12.797166431499962,14.877007553676197,12.424486221715853,15.270544914309452
gurkor,121,13.796630790368189,12.77196069491944,14.903382575379121,12.409455520350193,15.275282832866797
gurkor,122,13.798726880770037,12.76075208004165,14.917036311156151,12.406397703998575,15.288223028365248
gurkor,123,13.801857668048473,12.744700578927384,14.91670130158,12.396761353256887,15.290991355127
gurkor,124,13.796544130876779,12.750627668869226,14.931937625839636,12.381937025932558,15.311051744002489
gurkor,125,13.797895816839642,12.727716928071741,14.947726019156633,12.376922987681775,15.341012767401047
